,LEA,School State,School,Year,Category,Sex,Total_Disability,no_IEP,Total,LEP,Race,Count
6344,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWD: Students receiving one or more in-school suspensions,M,18.0,0.0,18.0,2.0,White,2.0
6345,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWD: Students receiving one or more in-school suspensions,F,7.0,0.0,7.0,2.0,White,2.0
6346,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWD: Students receiving only one out-of-school suspension,M,13.0,0.0,13.0,0.0,White,2.0
6347,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWD: Students receiving only one out-of-school suspension,F,2.0,0.0,2.0,0.0,White,0.0
6348,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWD: Students receiving more than one out-of-school suspension,M,5.0,0.0,5.0,0.0,White,0.0
6349,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWD: Students receiving more than one out-of-school suspension,F,0.0,0.0,0.0,0.0,White,0.0
6350,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWD: Expulsions with educational services,M,0.0,0.0,0.0,0.0,White,0.0
6351,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWD: Expulsions with educational services,F,0.0,0.0,0.0,0.0,White,0.0
6352,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWD: Expulsions without educational services,M,0.0,0.0,0.0,0.0,White,0.0
6353,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWD: Expulsions without educational services,F,0.0,0.0,0.0,0.0,White,0.0
6354,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWD: Expulsions under zero-tolerance policies,M,0.0,0.0,0.0,0.0,White,0.0
6355,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWD: Expulsions under zero-tolerance policies,F,0.0,0.0,0.0,0.0,White,0.0
6356,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWD: Transferred to Alternative School,M,0.0,0.0,0.0,0.0,White,0.0
6357,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWD: Transferred to Alternative School,F,2.0,0.0,2.0,0.0,White,0.0
6358,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWD: Referral to law enforcement,M,2.0,0.0,2.0,0.0,White,0.0
6359,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWD: Referral to law enforcement,F,0.0,0.0,0.0,0.0,White,0.0
6360,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWD: School-related arrest,M,2.0,0.0,2.0,0.0,White,0.0
6361,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWD: School-related arrest,F,0.0,0.0,0.0,0.0,White,0.0
6362,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWOD: Corporal punishment,M,,,0.0,0.0,White,0.0
6363,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWOD: Corporal punishment,F,,,0.0,0.0,White,0.0
6364,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWOD: Students receiving one or more in-school suspensions,M,,,74.0,5.0,White,8.0
6365,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWOD: Students receiving one or more in-school suspensions,F,,,56.0,2.0,White,5.0
6366,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWOD: Students receiving only one out-of-school suspension,M,,,36.0,2.0,White,5.0
6367,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWOD: Students receiving only one out-of-school suspension,F,,,36.0,0.0,White,2.0
6368,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWOD: Students receiving more than one out-of-school suspension,M,,,5.0,0.0,White,0.0
6369,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWOD: Students receiving more than one out-of-school suspension,F,,,7.0,2.0,White,2.0
6370,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWOD: Expulsions with educational services,M,,,0.0,0.0,White,0.0
6371,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWOD: Expulsions with educational services,F,,,0.0,0.0,White,0.0
6372,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWOD: Expulsions without educational services,M,,,0.0,0.0,White,0.0
6373,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWOD: Expulsions without educational services,F,,,0.0,0.0,White,0.0
6374,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWOD: Expulsions under zero-tolerance policies,M,,,0.0,0.0,White,0.0
6375,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWOD: Expulsions under zero-tolerance policies,F,,,0.0,0.0,White,0.0
6376,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWOD: Transferred to Alternative School,M,,,8.0,0.0,White,0.0
6377,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWOD: Transferred to Alternative School,F,,,2.0,0.0,White,0.0
6378,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWOD: Referral to law enforcement,M,,,2.0,0.0,White,0.0
6379,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWOD: Referral to law enforcement,F,,,0.0,0.0,White,0.0
6380,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWOD: School-related arrest,M,,,2.0,0.0,White,0.0
6381,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,SWOD: School-related arrest,F,,,0.0,0.0,White,0.0
6382,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,Total enrollment,M,,,637.0,158.0,White,131.0
6383,ST. LOUIS CITY,MO,GATEWAY HIGH,2015,Total enrollment,F,,,511.0,137.0,White,98.0
6384,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWD: Corporal punishment,M,0.0,0.0,0.0,0.0,White,0.0
6385,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWD: Corporal punishment,F,0.0,0.0,0.0,0.0,White,0.0
6386,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWD: Students receiving one or more in-school suspensions,M,2.0,0.0,2.0,0.0,White,0.0
6387,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWD: Students receiving one or more in-school suspensions,F,2.0,0.0,2.0,0.0,White,0.0
6388,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWD: Students receiving only one out-of-school suspension,M,11.0,0.0,11.0,0.0,White,0.0
6389,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWD: Students receiving only one out-of-school suspension,F,8.0,2.0,10.0,0.0,White,0.0
6390,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWD: Students receiving more than one out-of-school suspension,M,8.0,0.0,8.0,0.0,White,0.0
6391,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWD: Students receiving more than one out-of-school suspension,F,2.0,0.0,2.0,0.0,White,0.0
6392,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWD: Expulsions with educational services,M,0.0,0.0,0.0,0.0,White,0.0
6393,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWD: Expulsions with educational services,F,0.0,0.0,0.0,0.0,White,0.0
6394,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWD: Expulsions without educational services,M,0.0,0.0,0.0,0.0,White,0.0
6395,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWD: Expulsions without educational services,F,0.0,0.0,0.0,0.0,White,0.0
6396,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWD: Expulsions under zero-tolerance policies,M,0.0,0.0,0.0,0.0,White,0.0
6397,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWD: Expulsions under zero-tolerance policies,F,0.0,0.0,0.0,0.0,White,0.0
6398,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWD: Transferred to Alternative School,M,11.0,0.0,11.0,0.0,White,0.0
6399,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWD: Transferred to Alternative School,F,2.0,0.0,2.0,0.0,White,0.0
6400,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWD: Referral to law enforcement,M,2.0,0.0,2.0,0.0,White,0.0
6401,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWD: Referral to law enforcement,F,0.0,0.0,0.0,0.0,White,0.0
6402,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWD: School-related arrest,M,2.0,0.0,2.0,0.0,White,0.0
6403,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWD: School-related arrest,F,0.0,0.0,0.0,0.0,White,0.0
6404,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Corporal punishment,M,,,0.0,0.0,White,0.0
6405,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Corporal punishment,F,,,0.0,0.0,White,0.0
6406,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Students receiving one or more in-school suspensions,M,,,11.0,0.0,White,0.0
6407,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Students receiving one or more in-school suspensions,F,,,8.0,0.0,White,0.0
6408,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Students receiving only one out-of-school suspension,M,,,23.0,0.0,White,0.0
6409,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Students receiving only one out-of-school suspension,F,,,29.0,0.0,White,0.0
6410,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Students receiving more than one out-of-school suspension,M,,,14.0,0.0,White,0.0
6411,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Students receiving more than one out-of-school suspension,F,,,11.0,0.0,White,0.0
6412,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Expulsions with educational services,M,,,0.0,0.0,White,0.0
6413,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Expulsions with educational services,F,,,0.0,0.0,White,0.0
6414,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Expulsions without educational services,M,,,0.0,0.0,White,0.0
6415,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Expulsions without educational services,F,,,0.0,0.0,White,0.0
6416,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Expulsions under zero-tolerance policies,M,,,0.0,0.0,White,0.0
6417,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Expulsions under zero-tolerance policies,F,,,0.0,0.0,White,0.0
6418,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Transferred to Alternative School,M,,,17.0,0.0,White,0.0
6419,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Transferred to Alternative School,F,,,11.0,0.0,White,0.0
6420,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Referral to law enforcement,M,,,2.0,0.0,White,0.0
6421,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Referral to law enforcement,F,,,2.0,0.0,White,0.0
6422,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: School-related arrest,M,,,2.0,0.0,White,0.0
6423,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: School-related arrest,F,,,2.0,0.0,White,0.0
6424,ST. LOUIS CITY,MO,SUMNER HIGH,2015,Total enrollment,M,,,184.0,0.0,White,2.0
6425,ST. LOUIS CITY,MO,SUMNER HIGH,2015,Total enrollment,F,,,164.0,0.0,White,0.0
6426,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Corporal punishment,M,0.0,0.0,0.0,0.0,White,0.0
6427,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Corporal punishment,F,0.0,0.0,0.0,0.0,White,0.0
6428,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Students receiving one or more in-school suspensions,M,24.0,0.0,24.0,2.0,White,2.0
6429,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Students receiving one or more in-school suspensions,F,7.0,0.0,7.0,0.0,White,2.0
6430,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Students receiving only one out-of-school suspension,M,7.0,0.0,7.0,2.0,White,0.0
6431,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Students receiving only one out-of-school suspension,F,0.0,0.0,0.0,0.0,White,0.0
6432,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Students receiving more than one out-of-school suspension,M,4.0,0.0,4.0,0.0,White,2.0
6433,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Students receiving more than one out-of-school suspension,F,0.0,0.0,0.0,0.0,White,0.0
6434,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Expulsions with educational services,M,0.0,0.0,0.0,0.0,White,0.0
6435,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Expulsions with educational services,F,0.0,0.0,0.0,0.0,White,0.0
6436,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Expulsions without educational services,M,0.0,0.0,0.0,0.0,White,0.0
6437,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Expulsions without educational services,F,0.0,0.0,0.0,0.0,White,0.0
6438,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Expulsions under zero-tolerance policies,M,0.0,0.0,0.0,0.0,White,0.0
6439,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Expulsions under zero-tolerance policies,F,0.0,0.0,0.0,0.0,White,0.0
6440,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Transferred to Alternative School,M,4.0,0.0,4.0,2.0,White,0.0
6441,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Transferred to Alternative School,F,2.0,0.0,2.0,0.0,White,0.0
6442,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Referral to law enforcement,M,2.0,0.0,2.0,0.0,White,2.0
6443,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Referral to law enforcement,F,0.0,0.0,0.0,0.0,White,0.0
6444,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: School-related arrest,M,2.0,0.0,2.0,0.0,White,2.0
6445,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: School-related arrest,F,0.0,0.0,0.0,0.0,White,0.0
6446,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Corporal punishment,M,,,0.0,0.0,White,0.0
6447,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Corporal punishment,F,,,0.0,0.0,White,0.0
6448,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Students receiving one or more in-school suspensions,M,,,63.0,2.0,White,2.0
6449,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Students receiving one or more in-school suspensions,F,,,29.0,0.0,White,0.0
6450,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Students receiving only one out-of-school suspension,M,,,19.0,2.0,White,0.0
6451,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Students receiving only one out-of-school suspension,F,,,8.0,0.0,White,0.0
6452,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Students receiving more than one out-of-school suspension,M,,,0.0,0.0,White,0.0
6453,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Students receiving more than one out-of-school suspension,F,,,2.0,0.0,White,0.0
6454,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Expulsions with educational services,M,,,0.0,0.0,White,0.0
6455,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Expulsions with educational services,F,,,0.0,0.0,White,0.0
6456,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Expulsions without educational services,M,,,0.0,0.0,White,0.0
6457,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Expulsions without educational services,F,,,0.0,0.0,White,0.0
6458,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Expulsions under zero-tolerance policies,M,,,0.0,0.0,White,0.0
6459,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Expulsions under zero-tolerance policies,F,,,0.0,0.0,White,0.0
6460,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Transferred to Alternative School,M,,,2.0,2.0,White,0.0
6461,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Transferred to Alternative School,F,,,0.0,0.0,White,0.0
6462,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Referral to law enforcement,M,,,2.0,0.0,White,0.0
6463,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Referral to law enforcement,F,,,0.0,0.0,White,0.0
6464,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: School-related arrest,M,,,2.0,0.0,White,0.0
6465,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: School-related arrest,F,,,0.0,0.0,White,0.0
6466,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,Total enrollment,M,,,229.0,5.0,White,11.0
6467,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,Total enrollment,F,,,155.0,5.0,White,5.0
6468,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Corporal punishment,M,0.0,0.0,0.0,0.0,White,0.0
6469,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Corporal punishment,F,0.0,0.0,0.0,0.0,White,0.0
6470,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Students receiving one or more in-school suspensions,M,48.0,0.0,48.0,2.0,White,2.0
6471,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Students receiving one or more in-school suspensions,F,21.0,2.0,23.0,0.0,White,2.0
6472,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Students receiving only one out-of-school suspension,M,13.0,0.0,13.0,0.0,White,2.0
6473,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Students receiving only one out-of-school suspension,F,7.0,0.0,7.0,0.0,White,2.0
6474,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Students receiving more than one out-of-school suspension,M,9.0,0.0,9.0,0.0,White,2.0
6475,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Students receiving more than one out-of-school suspension,F,0.0,0.0,0.0,0.0,White,0.0
6476,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Expulsions with educational services,M,0.0,0.0,0.0,0.0,White,0.0
6477,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Expulsions with educational services,F,0.0,0.0,0.0,0.0,White,0.0
6478,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Expulsions without educational services,M,0.0,0.0,0.0,0.0,White,0.0
6479,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Expulsions without educational services,F,0.0,0.0,0.0,0.0,White,0.0
6480,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Expulsions under zero-tolerance policies,M,0.0,0.0,0.0,0.0,White,0.0
6481,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Expulsions under zero-tolerance policies,F,0.0,0.0,0.0,0.0,White,0.0
6482,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Transferred to Alternative School,M,10.0,0.0,10.0,0.0,White,2.0
6483,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Transferred to Alternative School,F,2.0,0.0,2.0,0.0,White,0.0
6484,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Referral to law enforcement,M,2.0,0.0,2.0,0.0,White,0.0
6485,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Referral to law enforcement,F,0.0,0.0,0.0,0.0,White,0.0
6486,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: School-related arrest,M,2.0,0.0,2.0,0.0,White,0.0
6487,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: School-related arrest,F,0.0,0.0,0.0,0.0,White,0.0
6488,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Corporal punishment,M,,,0.0,0.0,White,0.0
6489,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Corporal punishment,F,,,0.0,0.0,White,0.0
6490,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Students receiving one or more in-school suspensions,M,,,113.0,11.0,White,17.0
6491,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Students receiving one or more in-school suspensions,F,,,123.0,5.0,White,8.0
6492,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Students receiving only one out-of-school suspension,M,,,22.0,5.0,White,5.0
6493,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Students receiving only one out-of-school suspension,F,,,19.0,0.0,White,2.0
6494,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Students receiving more than one out-of-school suspension,M,,,5.0,0.0,White,0.0
6495,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Students receiving more than one out-of-school suspension,F,,,12.0,2.0,White,2.0
6496,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Expulsions with educational services,M,,,0.0,0.0,White,0.0
6497,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Expulsions with educational services,F,,,0.0,0.0,White,0.0
6498,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Expulsions without educational services,M,,,0.0,0.0,White,0.0
6499,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Expulsions without educational services,F,,,0.0,0.0,White,0.0
6500,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Expulsions under zero-tolerance policies,M,,,0.0,0.0,White,0.0
6501,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Expulsions under zero-tolerance policies,F,,,0.0,0.0,White,0.0
6502,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Transferred to Alternative School,M,,,4.0,2.0,White,2.0
6503,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Transferred to Alternative School,F,,,4.0,2.0,White,0.0
6504,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Referral to law enforcement,M,,,2.0,2.0,White,2.0
6505,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Referral to law enforcement,F,,,2.0,2.0,White,0.0
6506,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: School-related arrest,M,,,2.0,2.0,White,2.0
6507,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: School-related arrest,F,,,2.0,2.0,White,0.0
6508,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,Total enrollment,M,,,251.0,29.0,White,32.0
6509,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,Total enrollment,F,,,235.0,17.0,White,23.0
6510,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Corporal punishment,M,0.0,0.0,0.0,0.0,White,0.0
6511,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Corporal punishment,F,0.0,0.0,0.0,0.0,White,0.0
6512,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Students receiving one or more in-school suspensions,M,17.0,2.0,19.0,0.0,White,0.0
6513,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Students receiving one or more in-school suspensions,F,2.0,0.0,2.0,0.0,White,0.0
6514,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Students receiving only one out-of-school suspension,M,0.0,0.0,0.0,0.0,White,0.0
6515,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Students receiving only one out-of-school suspension,F,0.0,0.0,0.0,0.0,White,0.0
6516,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Students receiving more than one out-of-school suspension,M,2.0,0.0,2.0,0.0,White,0.0
6517,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Students receiving more than one out-of-school suspension,F,0.0,0.0,0.0,0.0,White,0.0
6518,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Expulsions with educational services,M,0.0,0.0,0.0,0.0,White,0.0
6519,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Expulsions with educational services,F,0.0,0.0,0.0,0.0,White,0.0
6520,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Expulsions without educational services,M,0.0,0.0,0.0,0.0,White,0.0
6521,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Expulsions without educational services,F,0.0,0.0,0.0,0.0,White,0.0
6522,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Expulsions under zero-tolerance policies,M,0.0,0.0,0.0,0.0,White,0.0
6523,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Expulsions under zero-tolerance policies,F,0.0,0.0,0.0,0.0,White,0.0
6524,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Transferred to Alternative School,M,2.0,0.0,2.0,0.0,White,0.0
6525,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Transferred to Alternative School,F,0.0,0.0,0.0,0.0,White,0.0
6526,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Referral to law enforcement,M,0.0,0.0,0.0,0.0,White,0.0
6527,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Referral to law enforcement,F,0.0,0.0,0.0,0.0,White,0.0
6528,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: School-related arrest,M,0.0,0.0,0.0,0.0,White,0.0
6529,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: School-related arrest,F,0.0,0.0,0.0,0.0,White,0.0
6530,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWOD: Corporal punishment,M,,,0.0,0.0,White,0.0
6531,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWOD: Corporal punishment,F,,,0.0,0.0,White,0.0
6532,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWOD: Students receiving one or more in-school suspensions,M,,,149.0,14.0,White,5.0
6533,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWOD: Students receiving one or more in-school suspensions,F,,,197.0,5.0,White,2.0
6534,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWOD: Students receiving only one out-of-school suspension,M,,,20.0,0.0,White,0.0
